Unique_ID,Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3ALT1EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,Average Travel Time(minutes) ,pop_density(people per sq.km),BioClim_1,BioClim_2,BioClim_3,BioClim_4,BioClim_5,BioClim_6,BioClim_7,BioClim_8,BioClim_9,BioClim_10,BioClim_11,BioClim_12,BioClim_13,BioClim_14,BioClim_15,BioClim_16,BioClim_17,BioClim_18,BioClim_19
299,1.577048676,0.05386734,Fagta Lakoma,ET030905,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,832.723262,260.8188621,16.02857813,17.1854791,15.34058341,1765.9375,401.34375,15.5625,95.27476192,1040.0625,61.71875,237.5625,122.28125,16.25348946,74.91696024,83.11377048,26.74562508,5.051250011,21.69437534,15.52668759,15.53862497
300,4.394166808,0.272656023,Jawi,ET030906,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,964.6428571,36.2142113,24.27156939,26.65240723,22.82010734,1329.926174,342.4228188,1.389261745,116.0290175,886.5436242,5.637583893,139.9865772,718.5637584,15.19436465,68.06114012,158.9134807,35.78163751,13.457047,22.32459054,23.29852345,23.75107828
301,1.211302622,0.024189919,Guagusa Shikudad,ET030907,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,815.9431138,372.2395252,15.6845835,17.01594464,14.84083343,1830.416667,406.3333333,21.16666667,90.94934654,1049.5,80.66666667,267.25,1049.333333,15.70050017,75.24020195,93.24418958,26.35266701,5.484666626,20.86800051,14.88605571,15.40005589
302,1.218054584,0.044456187,Ayehu Guwagusa,ET030908,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,972.903537,203.1862231,18.67772015,20.35053345,17.65413342,1708.64,397.36,9.28,101.4146594,1039.12,35.4,230.8,1039.12,15.21314671,72.75922394,113.7711902,29.54944008,8.635359993,20.91408005,17.66346687,18.44632004
303,0.114500873,0.000679234,Agew Gimija Bet,ET030909,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,799.7,2570.654527,16.13933372,17.45800018,15.35000038,1830,405,18,92.86883545,1060,68,260,1060,15.81933308,74.77468872,92.2957077,26.96800041,5.811999798,21.15600014,15.35000038,15.84599972
304,0.05135373,0.000169768,Adiss Kidame town,ET030910,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,760,3107.942261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,0.069164547,0.000276295,Tilili town,ET030911,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,779,3443.602966,15.55350018,16.86666679,14.77466679,1871,411,23,89.35680389,1062,85,276,1062,15.75966644,74.88912201,91.63088226,26.25200081,5.208000183,21.04400063,14.77466679,15.20600033
306,0.05614429,0.000120378,Fendika town,ET030912,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,802,428.7510376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,0.219853532,0.002306784,Injibara town,ET030996,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,773.8181818,1566.621875,14.47933292,15.77400017,13.77733326,1944,427,25,87.01950073,1089,101,288,125,15.64066601,74.8214035,90.40802002,25.00399971,4.099999905,20.90399933,13.93666649,14.01533318
308,0.065200586,0.000231101,Zigem,ET030997,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,860.5,354.0739848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,0.110164946,0.00075021,Dangila town,ET030998,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,750.0909091,3974.217973,17.23649979,18.27799988,16.46533394,1579,372,7,102.9059219,977,32,188,67,16.96899986,74.71380615,79.99042511,28.20800018,5.495999813,22.71199989,16.85266685,16.63866615
310,0.169832354,0.001432532,Chagni town,ET030999,.,Awi,ET0309,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,760.8571429,1720.049399,20.06183243,21.89933395,19.11066628,1755,435,3,110.0074997,1123,14,206,144,15.28233337,69.85890198,121.8048782,31.20800018,9.331999779,21.87599945,19.1886673,19.57866669
311,1.725617062,0.053959187,Dewa Cheffa,ET031001,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1003.800532,302.3939121,19.98026197,22.39016683,17.38680966,946.4642857,232.9285714,15.82142857,91.29052952,553.6071429,68.25,308.9642857,68.39285714,13.42369052,64.58735725,199.905456,30.60814285,9.819857223,20.7882856,21.09421424,17.47809536
312,1.96585399,0.100321852,Bati,ET031002,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1059.853343,121.2556835,21.89413352,24.67859379,18.99753945,818.1454545,190.4727273,16.61818182,85.64463931,452.7818182,59.47272727,279.1090909,63.58181818,12.33936964,61.51044506,232.2443237,32.26239985,12.20800006,20.05439977,23.7835151,19.54444847
313,1.611156621,0.073375461,Jilye Tumuga,ET031003,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1079.356311,120.7601232,21.75046749,24.15881306,19.13297556,800.804878,187.5365854,11.46341463,83.81495685,441.8536585,56.70731707,264.7560976,57.43902439,13.15677236,63.35614125,200.7389672,32.410927,11.64526837,20.76565859,22.71630892,19.39956093
314,1.223931708,0.050513734,Artuma Fursi,ET031004,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1045.624642,197.4525216,21.1220134,23.61549316,18.4247467,854.28,204.92,13.8,86.1204483,481.64,64.48,283.24,64.88,12.86997337,62.88799545,207.7508209,31.64063972,11.17279995,20.46783997,22.30714691,18.63352013
315,1.016828624,0.036288861,Dewa Harewa,ET031005,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,993.2316832,135.5642527,20.94819033,23.58926982,18.1542541,875.5238095,211.047619,15.23809524,87.37671225,497.0952381,65.23809524,288.4285714,66.66666667,12.66625395,61.82732028,218.38599,31.54971422,11.05923807,20.49047634,22.39323807,18.47180957
316,0.075111916,0.000310243,Kemisie town,ET031006,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,919,6847.215332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,0.050381198,0.000131973,Chef Robit town,ET031007,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,931,1839.869263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,0.044736076,9.59E-05,Senbete town,ET031008,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,.,335.3213196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0.084171788,0.00030098,Bati Town,ET031099,.,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,909.6666667,1333.468372,20.74583244,23.40266609,17.97800064,917,221,17,91.64361572,531,63,307,63,13.14299965,63.70201874,219.417923,31.29999924,10.66800022,20.63199997,22.44000053,17.97800064
320,0.135387088,0.00068378,Amba Giorgis town,ET031103,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,639.1,1560.009762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,0.066269676,0.000232462,Shawra town,ET031104,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,719.3333333,675.5366007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,0.077010315,0.000265841,Kolla Debba town,ET031105,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,639.8,3349.990576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1.596221439,0.059818559,Chilga 1,ET031106,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,683.7454765,187.4658778,21.61631432,23.70944759,20.31840019,1074.371429,293.8,1.285714286,120.1341827,744.6285714,6.314285714,114.0285714,701.9142857,15.3729905,70.95427769,142.6015826,32.58194291,10.91668579,21.66525726,20.81921904,21.12643814
324,3.276387676,0.15677824,Tegede,ET031107,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,854.0497238,52.96552477,25.15147478,27.67204646,23.32558126,805.8023256,233.0581395,0.674418605,126.7668065,578.8372093,2.779069767,77.84883721,545.3837209,14.86856974,68.67684395,177.929735,36.47246503,14.81269772,21.65976735,24.15272867,24.61262017
325,1.844001259,0.088186382,Lay Armacho,ET031108,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,747.6034625,221.1487948,20.6891702,22.82095836,19.39086092,992.2083333,279.625,1.979166667,120.6201619,689,9.166666667,115.3333333,507.7916667,15.46228462,71.7879289,147.2477326,31.7195001,10.16241669,21.55708345,19.99191662,20.14758337
326,2.203095707,0.102420422,Wegera,ET031109,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,871.9415081,208.5000466,16.00327378,17.67855952,14.85305956,1005.428571,297.3571429,3.285714286,121.6771326,698.6785714,13.23214286,196.2142857,207.2678571,16.39005962,76.73176983,122.5516471,26.79021423,5.419857132,21.37035717,15.67898808,15.52782146
327,2.18315397,0.092102559,Gonder Zuria,ET031110,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,719.8556863,164.4985791,17.74489786,19.37021779,16.71891142,1117.163265,315.6938776,4.020408163,117.5083213,760.3469388,15.95918367,140.755102,442,16.26200012,76.17571835,113.685874,28.44571429,7.089632638,21.35608155,17.18585038,17.37315639
328,1.384421759,0.039903589,East Dembia,ET031111,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,701.2937956,289.9311471,19.30890274,21.11188865,18.19399985,1127.25,313.0416667,2.541666667,117.527874,769.875,12.29166667,130.9583333,298.7916667,16.40925006,73.65312703,124.0394665,30.4083333,8.127333343,22.28099982,18.74849987,18.71597234
329,2.081020328,0.062227802,Chilga 2,ET031112,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,749.3032037,124.334913,21.66276202,23.76453334,20.37523826,1102.142857,298.6571429,1.371428571,119.5238087,759.8285714,6.571428571,116.8285714,695.1142857,15.34977155,70.58681314,142.7436938,32.6571428,10.9148571,21.7422857,20.87215238,21.13645712
330,2.46368808,0.162448709,Alefa,ET031115,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,896.1306667,129.265337,21.06466677,23.04349022,19.92127843,1372.211765,354.2823529,2.094117647,115.0313928,913.8470588,8.788235294,143.8,320.2352941,15.7096078,70.54877149,132.4247112,32.23557638,9.975105897,22.26047045,20.37780387,20.41323143
331,2.224671565,0.104640116,West Belesa,ET031116,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,930.2653343,117.6622924,19.88100589,21.61709943,18.73959061,966.8596491,282.0877193,4.01754386,120.1563039,667.0877193,15.49122807,123.7192982,645.3508772,16.73202344,77.7053912,125.2075166,30.67726313,9.139157939,21.53810508,19.29902918,19.47752052
332,2.364058511,0.118213977,East Belesa,ET031117,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,951.2964548,108.769258,21.78434366,23.66401021,20.57309749,857.0307692,250.9076923,6.169230769,119.1757916,584.8,20.10769231,138.3076923,467.9076923,16.10829738,77.55242192,137.8209831,32.29599994,11.52535384,20.77064596,21.30027686,21.21712817
333,0.962897346,0.024323074,Gondar town,ET031118,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,645.9673591,1339.365933,17.18513128,18.80152403,16.18519068,1116.142857,311.7857143,3,116.6365193,757.5,13.92857143,141.8571429,582.8571429,16.35535703,76.01216561,113.1339171,28.00000027,6.478285755,21.52171448,16.58123807,16.88223805
334,2.422654913,0.123758197,Masero Denb /Central Armacho,ET031119,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,835.6846741,38.97947173,25.38391421,27.85166661,23.64570481,881.0571429,245.7,0.942857143,123.5644113,621.9714286,3.342857143,86.11428571,609.4571429,14.87645715,68.59603119,171.4493774,36.5878285,14.89874288,21.68908572,24.36142859,24.88184755
335,1.993403063,0.111874918,Tach Armacho,ET031120,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,787.4303305,58.37886935,24.86579782,27.48646999,23.10593449,844.6885246,238.3114754,1.229508197,124.2179827,599.8032787,5.032786885,86,586.2459016,14.87071037,68.23084597,181.6747542,36.31862284,14.52006564,21.79855719,23.89514751,24.26509282
336,2.574001038,0.161810913,Takusa,ET031121,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,945.7216265,93.04020683,22.96682222,25.15026663,21.60230363,1180.077778,310.6777778,1.366666667,117.6561886,801.2555556,5.966666667,121.7777778,580.4666667,15.42884444,70.07328364,147.556319,34.09164437,12.0788889,22.01275546,22.12965919,22.38614816
337,2.781597854,0.148398508,Kinfaz Begela,ET031122,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1176.84144,74.92941306,20.62025667,22.53832192,19.35202303,844.6206897,252.6896552,4.24137931,122.4082414,588.2413793,14.5862069,136.9195402,498.954023,16.13785436,77.37557387,142.5516669,31.22510336,10.36845975,20.85664363,20.08688888,20.06556316
338,1.776365191,0.064718146,West Dembiya,ET031125,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,697.6024636,292.2284582,19.54335308,21.37627456,18.40627463,1169.058824,320.7352941,2.088235294,117.553776,798.6470588,10.52941176,130.6176471,157.6176471,16.30788237,72.80419967,125.1889965,30.68223533,8.282823535,22.39941193,18.99409799,18.88278428
339,0.07235121,0.000248588,Aykel town,ET031199,.,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,584.25,3259.502502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,2.428567261,0.123301839,Adagn Ager Chaqo,ET031205,.,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,728.2564554,49.51382232,24.92475125,27.30211274,23.30715496,996.3380282,270.1549296,1,120.4455796,689.6056338,3.830985915,100.2676056,675.2816901,15.1038779,69.19512993,162.9737405,36.14428152,14.31577466,21.82850687,23.90314559,24.4647793
341,2.546057365,0.124211193,Mirab Armacho,ET031206,.,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,973.0974178,19.21617763,27.4361836,29.78287924,25.55613518,778.0869565,224.0724638,0.057971014,126.8852729,556.884058,0.492753623,66.65217391,550.9855072,15.12795169,68.79356782,169.1943968,38.69275356,16.70237685,21.99037671,26.38869573,26.97013518
342,4.774062519,0.44349666,Metema,ET031213,.,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,727.3544904,29.6214196,26.73409836,29.05629517,24.86064757,911.3770492,252.3647541,0.168032787,121.9983877,631.8032787,1.008196721,84.84836066,624.1147541,15.1601175,68.65190112,166.9137946,38.21878696,16.13663937,22.08214755,25.509317,26.51247268
343,4.502276068,0.701244189,Quara,ET031214,.,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1033.893265,15.73545186,26.66525341,29.25779579,24.77037349,1020.387435,266.9973822,0.136125654,118.6686588,690.1832461,1.290575916,98.79319372,685,15.07491885,67.23504423,177.8804549,38.37264921,15.94292141,22.42972779,25.37856723,26.28716227
344,0.111959361,0.000800916,Midre Genet,ET031223,.,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1290.75,79.32725976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.116572476,0.000752673,Metema Yohanes town,ET031224,.,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,513.2,639.5973053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,0.129922367,0.000947295,Gendawuha town,ET031292,.,West Gondar,ET0312,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,533.9333333,1255.077825,27.17650032,29.62133408,25.27733231,904,249,0,120.7714462,621,1,88,615,15.57166672,68.74301147,172.9168396,38.92399979,16.27199936,22.65200043,25.92933273,26.86466599
347,2.487674217,0.14889065,Mana Sibu,ET040101,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,722.1008161,102.237973,20.77701605,22.7311084,19.41484341,1453.542169,278.6626506,1.891566265,95.45002949,809.7590361,10.45783133,83.86746988,656.5301205,12.64240159,69.00738976,142.8901183,30.91609647,12.58419278,18.33190357,19.51024899,21.35020877
348,1.586501417,0.053144609,Nejo,ET040102,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,776.8274933,188.4742717,19.01353441,21.05572398,17.24767816,1740.310345,341.7931034,5.034482759,95.99926679,983.2758621,21.5862069,105.2068966,974.7931034,12.4782413,72.41785194,151.3506128,28.94813788,11.71793106,17.23020679,17.35429882,19.72252872
349,1.923435137,0.074019645,Gimbi,ET040103,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,754.4701349,130.139817,20.14521768,22.13862965,18.50042597,1753,350.4166667,5.388888889,95.86476135,1002.972222,22.55555556,103.25,974.7777778,12.51775002,71.77431446,143.1391678,29.96555551,12.52488886,17.44066689,18.59377766,20.79657417
350,1.271331832,0.031140778,Lalo Asabi,ET040104,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,719.8637413,333.8582201,19.94934127,21.82558732,18.40263485,1708.857143,335.6666667,5.333333333,95.60872178,967.1904762,22.04761905,95.57142857,944.2380952,12.62125401,73.4313656,134.2063809,29.6093334,12.42171424,17.18761907,18.57174601,20.68682543
351,1.142926191,0.034540877,Kiltu Kara,ET040105,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,755.805668,135.9451656,20.03675013,21.97563314,18.60023317,1593.65,308.5,2.9,96.99918594,899.65,13.5,88.15,899.65,12.24016671,70.66438293,137.9205116,29.69700003,12.3744,17.32259998,18.60023317,20.46646681
352,1.2004117,0.041054567,Boji Dirmeji,ET040106,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,717.066087,132.3843248,19.51213501,21.5116826,17.82568259,1726.190476,341.952381,5,96.70213972,983.4285714,20.61904762,99.76190476,968.3333333,12.44001593,72.23768579,145.6220093,29.32057145,12.09885715,17.22171402,17.93663497,20.21292069
353,1.321840745,0.042298608,Ayira,ET040107,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,852.1976549,190.4028252,20.13756804,21.96981812,18.70442416,1552.090909,291.5909091,6.727272727,92.18133198,844.3181818,25.40909091,91.72727273,828.5,13.05086357,74.4807337,130.7974971,30.08599975,12.56218178,17.52381793,18.94206047,20.98460614
354,1.170503356,0.038664067,Jarso (West Wellega),ET040108,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,760.3012939,147.2627802,19.84792064,21.82263501,18.29434894,1599.47619,305.7142857,4.714285714,95.04975019,889.9047619,19.23809524,93.14285714,883.6190476,12.87612702,72.35560245,141.6840559,29.99733325,12.2009523,17.79638072,18.47819056,20.5444444
355,1.711182002,0.103955255,Gudetu Kondole,ET040109,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,742.8257006,140.7333122,20.61161294,22.38820427,19.43023657,1328.774194,244.8548387,2.870967742,90.08729467,702.2741935,14.46774194,91.74193548,639.0967742,12.56586018,71.06989313,127.4867358,30.65690327,12.96251609,17.69438716,19.49441944,21.3092903
356,1.202526792,0.02824929,Boji Chekorsa,ET040110,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,752.8734177,118.536779,19.93442702,21.81495821,18.42370808,1638.9375,317.625,5.375,95.29771996,919.8125,21,92.0625,904.3125,12.61252087,73.59748983,133.9811258,29.61825001,12.48050016,17.13775003,18.6213752,20.68916643
357,1.566209708,0.073940441,Babo,ET040111,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,804.3466019,121.3085856,20.53093091,22.41960977,19.23406494,1457.585366,275.3170732,3.536585366,93.99530997,799.1219512,15.63414634,85.36585366,796.5609756,12.75986183,71.12159022,133.7131925,30.72448786,12.78097567,17.94351224,19.38733329,21.15786994
358,1.028160907,0.02531961,Yubdo,ET040112,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,786.0457143,177.5310179,20.02316666,21.82773336,18.54177755,1619.266667,302.6,8.066666667,90.60065002,873.6,31.06666667,99.73333333,852.4,13.26251119,76.04855143,132.0840047,29.91786702,12.47733332,17.44053357,18.81311086,20.98955536
359,0.953568434,0.024850926,Gaji,ET040113,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,773.3931624,349.1519164,19.91613897,21.76283328,18.39261134,1698.25,325,6.5,92.75222397,938.1666667,27.16666667,101.4166667,912,12.86944437,74.66971906,132.8827171,29.65933339,12.42300002,17.23633353,18.60338879,20.76338879
360,1.275375719,0.038108886,Haru,ET040114,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,779.5820896,222.0063259,20.17924248,22.07269677,18.64830295,1759.318182,343.8181818,6.545454545,93.23363148,986.5,27.45454545,110.2272727,953.3181818,12.82139392,72.89944319,134.1753734,29.93799999,12.35000003,17.58799995,18.75918172,20.84454545
361,1.765014628,0.051883748,Nole Kaba,ET040115,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,857.5788752,231.1097287,19.43494266,21.25045836,17.90033317,1805.6875,333.90625,10.03125,87.66628003,963.96875,39.25,133.0625,932.8125,13.13161463,75.05177331,131.2439697,29.1778751,11.67700011,17.500875,18.00224996,20.17968762
362,1.816531996,0.071283071,Begi,ET040116,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,740.71875,188.1801634,20.93275245,22.73544753,19.64047623,1255.314286,228.3714286,2.685714286,87.81407405,649.2857143,13.91428571,95.8,603.2,12.57815241,71.77981415,131.3717725,30.91920003,13.38251425,17.53668589,19.66161902,21.7503618
363,0.488188878,0.00745625,Homa,ET040117,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,731.9615385,360.920792,20.07526703,21.9046669,18.57813301,1721,336,6,94.10386047,965,25.2,100.2,936.8,12.82826653,73.88930054,129.6648682,29.78639908,12.42480011,17.36159859,18.76333351,20.81133347
364,1.690588144,0.050396974,Sayo Nole,ET040118,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,870.5329593,124.1834963,19.96152468,21.72022212,18.51207422,1681.222222,311.3333333,9.703703704,88.49730569,897.1111111,36.7037037,111.962963,872.6666667,13.20480251,76.09932144,127.8607477,29.72444457,12.36696296,17.35748164,18.70207405,20.84575286
365,1.795826563,0.047498822,Guliso,ET040119,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,826.4730539,215.5897802,20.32196578,22.1826896,18.91388518,1538.965517,293.6206897,5.689655172,93.81974503,849.6896552,21.75862069,87.20689655,836.4827586,12.89314934,73.49988635,131.4096125,30.23903446,12.69241389,17.5466208,19.15006881,21.09496551
366,0.307527741,0.002470121,Gimbi town,ET040193,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,707.3235294,1853.305589,19.63883305,21.53833294,18.02666664,1840,365,4,95.99908447,1050.5,21,107,1034.5,12.39333344,71.38099289,139.060585,29.23600006,11.87400007,17.36199951,18.05333328,20.24466705
367,1.073286795,0.023922869,Leta Sibu,ET040197,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,712.2575758,210.3903252,19.57870483,21.54764117,18.01558979,1643.153846,317.9230769,3.692307692,96.35473281,923,17,93.61538462,921.9230769,12.19858977,71.32923361,141.9409309,29.26769242,12.16615376,17.10153844,18.1315896,20.12630771
368,0.223319748,0.002813329,Mendi town,ET040198,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,645.0487805,605.5943836,20.18833351,22.21133423,18.70000076,1582,302,2,96.39975739,888,11,90,888,12.70599937,70.60458374,145.1820984,30.24799919,12.25199986,17.99599838,18.70000076,20.58600044
369,0.201926295,0.00222011,Nejo town,ET040199,.,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,676.7241379,1018.503833,19.13183403,21.15733337,17.39666748,1727,337,5,95.58307648,970,22,105,962,12.55566597,72.66011047,149.0607605,29.09199905,11.81200027,17.27999878,17.52199936,19.85533333
370,2.000832442,0.090722587,Limu (OR),ET040201,.,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,929.5516969,108.4781815,19.42033966,21.28739623,17.89489311,1660.037736,363.3207547,7.867924528,98.16935975,973.7924528,27.77358491,168.1132075,968.0188679,13.17715722,71.93244848,138.036377,29.52324543,11.18852833,18.33471716,18.01235204,19.76628926
371,1.289388933,0.068195326,Ibantu,ET040202,.,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,982.1591623,67.64246081,19.0119123,20.79392995,17.68105271,1732.578947,390.3947368,7.710526316,100.7500946,1037.131579,26.5,259.6578947,1035.684211,13.01410519,71.29385235,127.4236302,28.8351579,10.57642098,18.25873701,17.80028062,19.11885969
372,2.970439383,0.132269039,Gida Ayana,ET040203,.,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,897.7901834,114.7392994,19.36957997,21.22406393,17.99285855,1617.410959,365.6712329,8.712328767,99.14625403,960.2328767,29.75342466,246.0547945,956.3424658,13.45728764,71.43338702,132.1424156,29.52706839,10.68043836,18.84663007,18.1644566,19.47956179
373,1.825540486,0.096557129,Haro Limu,ET040204,.,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,09/12/2021,14/12/2021,978.6496296,76.08299932,19.65115414,21.6146038,18.06962271,1700.320755,370.5471698,6.301886792,99.81890452,1005.622642,22.13207547,124.1320755,1002.226415,12.68243392,70.65096729,143.4799557,29.68898111,11.73350942,17.95547165,18.12626414,20.04884274
